date,tid,raw_text,theme,issue,mention,sentiment,rating_score,product,data_origin,contact_name
2024-05-27 13:04:29,FB-148,판매자 분도 친절하시고 설치 기사님도 친절하시고물건도 너무너무 좋습니다. 잘삿네요 ㅎㅎ,고객 서비스,친절한 판매자 및 설치 기사,판매자 분도 친절하시고 설치 기사님도 친절하시고,VERY_POSITIVE,5,스탠바이미,OK쇼핑,ytfv****
2024-05-27 13:05:19,FB-953,광고보고 사고싶어서 고민하다가 구입했네요.너무좋아요.LG는정말짱입니다.,구매 컨텍스트,광고 영향으로 구매,광고보고 사고싶어서 고민하다가 구입했네요,NEUTRAL,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:05:13,FB-838,저렴하게 잘 샀어요^^ 잘 작동하고 마음에 들어요!,구매 컨텍스트,가격 만족도,저렴하게 잘 샀어요,VERY_POSITIVE,5,스탠바이미고,11번가,wk******
2024-05-27 13:05:19,FB-922,배송잘받았어요 캠핑용으로 구매했어요,구매 컨텍스트,캠핑용으로 구매,캠핑용으로 구매했어요,NEUTRAL,5,스탠바이미고,LG전자인증점 신영플러스,ksaa****
2024-05-27 13:05:19,FB-945,사고싶었던 스텐바이미고 드디어 도착. 조금 무거운거 빼고는 최고.,구매 컨텍스트,기대하던 상품 도착,사고싶었던 스텐바이미고 드디어 도착,POSITIVE,5,스탠바이미고,11번가,ca******
2024-05-27 13:05:19,FB-952,업무용으로 구매했는데 저희 아이가 더 좋아하네요^^전반적으로 만족하는제품입니다.^^,구매 컨텍스트,업무용 구매 후 가족이 사용,업무용으로 구매했는데 저희 아이가 더 좋아하네요,VERY_POSITIVE,5,스탠바이미고,LG전자,7*f*****
2024-05-27 13:05:19,FB-941,계속 고민하던 스탠바이미고!! 넘 행복해요 생각보다 좀 크거 무겁긴 합니다만 좋아여ㅋㅋ,구매 컨텍스트,오랜 고민 끝에 구매,계속 고민하던 스탠바이미고!! 넘 행복해요 생각보다 좀 크거 무겁긴 합니다만 좋아여ㅋㅋ.,POSITIVE,5,스탠바이미고,오늘의집,5*3*****
2024-05-27 13:05:19,FB-972,"캠핑다니면서,너무나탐나던제품이였는데,12개월무이자혜택이떠서망설임없이구입했습니다.역시나 엘지제품은최고에요.얼른캠핑에가지고가고싶네요.",구매 컨텍스트,할부 혜택으로 구매 결정,"캠핑다니면서,너무나탐나던제품이였는데,12개월무이자혜택이떠서망설임없이구입했습니다",POSITIVE,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:05:19,FB-936,놀러다닐때 가져가려고샀어요~감사합니다,구매 컨텍스트,여행용으로 구매,놀러다닐때 가져가려고샀어요감사합니다.,VERY_POSITIVE,5,스탠바이미고,제이리트컴퍼니,bbas****
2024-05-27 13:05:13,FB-837,이번에 큰 맘먹고 나에게 주는 생일 선물로 구매해서 사용하고 있어요 사운드가 정말 빵빵해서 집에서 영화보기 너무 좋은 상품인거 같아요. 만족하면서 사용 중 입니다!,구매 컨텍스트,선물로 구매,이번에 큰 맘먹고 나에게 주는 생일 선물로 구매해서 사용하고 있어요,NEUTRAL,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:05:19,FB-981,스탠바이미도 사용하면서 매우 만족스러웠는데 스탠바이미고는 캠핑용으로 추가 구매했습니다.디자인도 예쁘고 기능도 많고 맘에들어요!,구매 컨텍스트,캠핑용으로 구매,스탠바이미고는 캠핑용으로 추가 구매했습니다.,NEUTRAL,5,스탠바이미고,LG전자,b*a*****
2024-05-27 13:05:13,FB-832,티비가 고장나서 간단하게 볼만한걸 찾다보니 너무 딱이네요 ㅎㅎ,구매 컨텍스트,,티비가 고장나서 간단하게 볼만한걸 찾다보니 너무 딱이네요,VERY_POSITIVE,5,스탠바이미고,LG전자,e*b*****
2024-05-27 13:05:19,FB-929,"디자인도 이쁘고 너무 맘에들어요. 배송기사님도 친절하시고 미리 전화도 주시고,,무거운거 빼고 완전 만족",구매 컨텍스트,제품 품질과 성능,디자인도 이쁘고 너무 맘에들어요. / 배송기사님도 친절하시고 미리 전화도 주시고,VERY_POSITIVE,5,스탠바이미고,옥션,g*d*****
2024-05-27 13:05:19,FB-907,캠핑가믄 할게없어서 영화라도볼겸 집에서도 드라마등 볼겸사봤어요~ 움..좀 많이무겁구요.. 집에선 티비가있는데 굳이..캠핑장은 좀 조용한데 티비보는게 눈치보이고.. 그래도 가지고다니면 쓰지않을까싶어요~ 화질이며 음량이며 집에있는티비보다 더 좋은것같아요~ 돈아깝지않게 마니 쓸거에요~,구매 컨텍스트,,캠핑가믄 할게없어서 영화라도볼겸 집에서도 드라마등 볼겸사봤어요 / 집에선 티비가있는데 굳이..캠핑장은 좀 조용한데 티비보는게 눈치보이고.. 그래도 가지고다니면 쓰지않을까싶어요,NEUTRAL,5,스탠바이미고,G마켓,g*s*****
2024-05-27 13:05:19,FB-954,캠핑때 쓰려고 구매했는데 좋네요,구매 컨텍스트,캠핑용 구매,캠핑때 쓰려고 구매했는데 좋네요.,VERY_POSITIVE,5,스탠바이미고,비니파파종합몰,flas****
2024-05-27 13:05:19,FB-940,라이브 방송을 통해 구매할수있는 좋은 기회가 생겨 구매하였습니다. 저는 캠핑을 자주 다니는 캠퍼로서 스탠바이미GO를 구입한 뒤로부터 심심함을 못느낍니다!기본게임에 불멍도 다할수 있으니 아주 좋아요!구매 강추합니다,구매 컨텍스트,라이브 방송을 통한 구매,라이브 방송을 통해 구매할수있는 좋은 기회가 생겨 구매하였습니다,VERY_POSITIVE,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:05:19,FB-997,사무실 휴대용으로 구매했습니다. 만족한것 같습니다,구매 컨텍스트,특정 목적을 위한 구매,사무실 휴대용으로 구매했습니다,NEUTRAL,5,스탠바이미고,LG전자인증점 신영플러스,fore****
2024-05-27 13:05:19,FB-956,회사에서 교육용으로 사용하려 구매했어요 깔끔하고 아주 좋아요,구매 컨텍스트,특정 목적을 위한 구매,회사에서 교육용으로 사용하려 구매했어요,NEUTRAL,5,스탠바이미고,LG전자,0*6*****
2024-05-27 13:05:13,FB-892,불멍하기위해 구매했어요.대체로 만족합니다.무게가 무거운 단점이 있네요,구매 컨텍스트,급하게 필요하여 구매,불멍하기위해 구매했어요.대체로 만족합니다.,POSITIVE,5,스탠바이미고,SSG닷컴,au******
2024-05-27 13:05:13,FB-841,말로만 듣던 스탠바이미가 왔네요. 회사용도라서 아직 사용 전이지만 잘 쓸 것 같아요.,구매 컨텍스트,업무용 구매 후 가족이 사용,회사용도라서 아직 사용 전이지만 잘 쓸 것 같아요.,VERY_POSITIVE,5,스탠바이미고,와이즈블루,myz0****
2024-05-27 13:05:07,FB-726,확실히 좋네요 캠핑갈때 샀는데 기대됩니다.가전이 전부LG라 더 좋습니다,구매 컨텍스트,여행용으로 구매,캠핑갈때 샀는데 기대됩니다,VERY_POSITIVE,5,스탠바이미고,LG전자,6*a*****
2024-05-27 13:05:19,FB-937,엘무님께서 티비에나오셔서 구매하게되었어요전엘무님 광고가즈아!그리고 엄청고급지고 캠장가서 이쁘게볼게요,구매 컨텍스트,광고 영향으로 구매,엘무님께서 티비에나오셔서 구매하게되었어요,NEUTRAL,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:05:19,FB-982,캠핑갈때 사려고 정말 좋아요구입 무게감 조금아쉬네요,구매 컨텍스트,여행용으로 구매,캠핑갈때 사려고 정말 좋아요,VERY_POSITIVE,4,스탠바이미고,LG전자,3*f*****
2024-05-27 13:05:13,FB-847,배송빠르고 캠핑가면서 쓰는중인데 아주 만족중,구매 컨텍스트,구매 후 만족도,캠핑가면서 쓰는중인데 아주 만족중,VERY_POSITIVE,5,스탠바이미고,탑테일코,scv1****
2024-05-27 13:05:13,FB-850,스탠바이미고 드디어 구매하였습니다포장도 좋고 배송도 만족합니다잘사용하겠습니다!,구매 컨텍스트,구매 후 만족도,드디어 구매하였습니다포장도 좋고 배송도 만족합니다잘사용하겠습니다,VERY_POSITIVE,5,스탠바이미고,LG전자,a*e*****
2024-05-27 13:05:07,FB-717,캠핑때 들고다니려고 산 스탠바이미 고!이건 단순한 티비가 아닌 캠핑장비네요캠핑생활을 한단계 업그레이드 시켜줍니다 ㅎㅎ,구매 컨텍스트,이동성과 편리성,캠핑때 들고다니려고 산 스탠바이미 고!이건 단순한 티비가 아닌 캠핑장비네요캠핑생활을 한단계 업그레이드 시켜줍니다 ㅎㅎ.,VERY_POSITIVE,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:05:07,FB-701,기다리고기다리던 스탠바이미고 기존에lg룸엔티비를 너무잘사용해서 한치에 머뭇거림없이 행사기간에좋은가격으로 잘구매했습니다 이번주캠핑이너무기대가됩니다,구매 컨텍스트,행사 및 할인 구매,기다리고기다리던 스탠바이미고 기존에lg룸엔티비를 너무잘사용해서 한치에 머뭇거림없이 행사기간에좋은가격으로 잘구매했습니다,VERY_POSITIVE,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:05:13,FB-864,캠핑 때 쓰려고 구매하였는데 넘 좋고 가지고 가면 더 배로 즐거움이 느껴질거 같아요-,구매 컨텍스트,캠핑용 구매,캠핑 때 쓰려고 구매하였는데 넘 좋고 가지고 가면 더 배로 즐거움이 느껴질거 같아요.,VERY_POSITIVE,5,스탠바이미고,LG전자인증점 신영플러스,jjin****
2024-05-27 13:05:07,FB-740,구매한지는 어언 한달되어가네요.아이들이 좋아할것 같아서 구매했는데 집사람이 더욱 좋아하네요. ㅎㅎㅎ100만원이 넘는 금액이지만 집에서도 피크닉이나 캠핑을 가서도 너무 유용하게 쓸거같네요~,구매 컨텍스트,업무용 구매 후 가족이 사용,구매한지는 어언 한달되어가네요.아이들이 좋아할것 같아서 구매했는데 집사람이 더욱 좋아하네요. ㅎㅎㅎ100만원이 넘는 금액이지만 집에서도 피크닉이나 캠핑을 가서도 너무 유용하게 쓸거같네요.,VERY_POSITIVE,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:05:13,FB-856,캠핑시 사용하려고 장만 했는데 좋아요,구매 컨텍스트,캠핑용 구매,캠핑시 사용하려고 장만 했는데 좋아요.,VERY_POSITIVE,4,스탠바이미고,11번가,kw******
2024-05-27 13:05:07,FB-711,크기도 작을줄알았는데.생각보다 너무크고 휴대도.되고 여러가지 볼수있는 채널도 게임도할수있어 너무좋아ᄋᆞ.이제품.완전.득탬입니다활용도짱입니다제품잘만들었네요.캠핑용으로진짜 최고입니다저희는 집에 티비가고장나서 가정에서 이용중입니다,구매 컨텍스트,가정용 구매,캠핑용으로진짜 최고입니다저희는 집에 티비가고장나서 가정에서 이용중입니다.,VERY_POSITIVE,5,스탠바이미고,LG전자,9*6*****
2024-05-27 13:05:19,FB-984,사보니 좋아요 사고난후에 가격이 더 내려가서 ㅜㅜ,구매 컨텍스트,가격 변동 후 구매,사고난후에 가격이 더 내려가서,NEUTRAL,5,스탠바이미고,신세계몰,al******
2024-05-27 13:05:07,FB-715,캠핑가서 사용할려고 구매 했습니다. 화질도 좋고 휴대도 편하고 여러모로 잘사용하고 왔습니다.만족합니다,구매 컨텍스트,캠핑용으로 구매,캠핑가서 사용할려고 구매 했습니다.,NEUTRAL,5,스탠바이미고,LG전자,3*8*****
2024-05-27 13:05:07,FB-736,제품 광고보고 바로 구매했는데… 든든하고 마음에 듭니다 강추입니다~~,구매 컨텍스트,라이브 방송을 통한 구매,제품 광고보고 바로 구매했는데,POSITIVE,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:05:07,FB-719,잘받았고 잘사용하겠습니다 캠핑장가서 사용할려고 샀어요,구매 컨텍스트,캠핑용으로 구매,캠핑장가서 사용할려고 샀어요,NEUTRAL,5,스탠바이미고,LG전자,5*8*****
2024-05-27 13:05:07,FB-747,사고 싶어 몇번 고민하다 샀어요. 빔프로젝터 스크린 설치하기 귀찮기도 했는데 그보담 훨 편하긴해요. 다만 너무너무 무겁습니다 ㅠ 그리고 소리가 좀 작았던 거 같아요.,구매 컨텍스트,오랜 고민 끝에 구매,사고 싶어 몇번 고민하다 샀어요. 빔프로젝터 스크린 설치하기 귀찮기도 했는데 그보담 훨 편하긴해요.,VERY_POSITIVE,5,스탠바이미고,오늘의집,2*4*****
2024-05-27 13:05:19,FB-961,"캠핑갈때 가져가려고 구매했어요 호ㅏ질,음질 다 괜찮네요 무게는 각고했기에 문제없었어요 진작 살껄 그랬어요ㅎㅎ",구매 컨텍스트,캠핑용으로 구매,캠핑갈때 가져가려고 구매했어요,NEUTRAL,5,스탠바이미고,오늘의집,7*7*****
2024-05-27 13:05:19,FB-917,휴대성이 있는 모니터를 하나 구매하려고 이것저것 알아보는 과정에서 스탠바이미고 광고를 보고 선택하게 되었습니다! 구매하려는 목적은 두 아이들이 이제 훌쩍 커서 닌텐도스위치 게임을 즐겨하는데 실내에서 작은 화면으로 가까이서 게임하는 모습을 보고 눈도 나빠질것 같기도하고 머리 맞대고는 하는 모습이 안쓰러워 구매를 하였고 결정적으로 구매한 이유는 봄가을이면 캠핑을 하러 자주 나가는데 캠핑장에서 음악감상이나 동영상을 시청하기 위해서 구매하였습니다. 각자 모바일기기로 시청해도 되지만 캠핑장에서 만큼은 함께하는 시간을 늘리고자 구매했습니다.이번 캠핑 때 가져가서 가족과 함께 닌텐도도 하고 동영상도 시청하였는데 밤낮을 가리지않고 화면도 선명하고 매우 만족스러웠습니다. 게다가 내장되어 있는 부르마블 게임은 정말 시간 가는줄 모르고 즐겁게 했었습니다. 아무튼 구매하길 정말 잘 한 것 같습니다. 활용하기도 너무 좋아요!!!,구매 컨텍스트,여행용으로 구매,휴대성이 있는 모니터를 하나 구매하려고 이것저것 알아보는 과정에서 스탠바이미고 광고를 보고 선택하게 되었습니다! 구매하려는 목적은 두 아이들이 이제 훌쩍 커서 닌텐도스위치 게임을 즐겨하는데 실내에서 작은 화면으로 가까이서 게임하는 모습을 보고 눈도 나빠질것 같기도하고 머리 맞대고는 하는 모습이 안쓰러워 구매를 하였고 결정적으로 구매한 이유는 봄가을이면 캠핑을 하러 자주 나가는데 캠핑장에서 음악감상이나 동영상을 시청하기 위해서 구매하였습니다. 각자 모바일기기로 시청해도 되지만 캠핑장에서 만큼은 함께하는 시간을 늘리고자 구매했습니다.,VERY_POSITIVE,5,스탠바이미고,LG전자,6*2*****
2024-05-27 13:05:19,FB-911,갑자기 확 다 댕겨서 구매9월 혜택도 완벽해서 질러버렸네요이동시 무게감은 확실히 있습니다 매장가서 들어보고 이정도는 상관 없다 생각했습니다아이들과 같이 게임도 하고 이동하면서 영상이나 티비도 보고 최고의 아이템을 얻었습니다,구매 컨텍스트,급하게 필요하여 구매,갑자기 확 다 댕겨서 구매 / 9월 혜택도 완벽해서 질러버렸네요,VERY_POSITIVE,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:05:19,FB-914,"유독 덥고 힘들었던 여름이 지나가고,바야흐로 캠핑의 계절이 돌아왔습니다.프로젝터를 알아보다가 급 지름신이 와서 구입해버렸..예상대로 캠핑에 최적화된 기기라고 생각합니다.화질이 다소 아쉬운게 흠이지만, 전체적으로 만족스러워요.이런 시도를 할 수 있는 건 역시 LG전자 뿐! 잘 쓸게요.",구매 컨텍스트,급하게 필요하여 구매,프로젝터를 알아보다가 급 지름신이 와서 구입해버렸..예상대로 캠핑에 최적화된 기기라고 생각합니다.,VERY_POSITIVE,5,스탠바이미고,LG전자,5*5*****
2024-05-27 13:05:07,FB-749,캠핑갈때 사용할려고 구매했는데 집에서도 티비 아래 두니 불멍 기분 나고 좋네요~이번달 캠핑이 너무 기대됩니다,구매 컨텍스트,가정용 구매,캠핑갈때 사용할려고 구매했는데 집에서도 티비 아래 두니 불멍 기분 나고 좋네요,VERY_POSITIVE,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:05:07,FB-729,룸앤티비와 두개 중에 고민고민 하다가 가격차이는 나지만 결국 이제품을 선택 했습니다. 캠핑장에서 주로 쓰려고 샀는데 좀 무겁긴 한데 그래도 이동이 용이해 여행다닐때는 꼭 챙겨 다니게 될것 같습니다. 화질도 이정도면 괜찮고 여로모로 아직까진 좋기만 하고 만족하고 있습니다.,구매 컨텍스트,오랜 고민 끝에 구매,룸앤티비와 두개 중에 고민고민 하다가 가격차이는 나지만 결국 이제품을 선택 했습니다. 캠핑장에서 주로 쓰려고 샀는데 좀 무겁긴 한데 그래도 이동이 용이해 여행다닐때는 꼭 챙겨 다니게 될것 같습니다.,POSITIVE,5,스탠바이미고,제이리트컴퍼니,ackr****
2024-05-27 13:05:13,FB-898,제품 좋습니다.사길 잘했는데여자 혼자 들기엔 무거워요..캠핑 3단 접이식 테이블에 올려뒀는데 테이블 박살났어여 ㅋㅋㅋㅋ,구매 컨텍스트,제품 무게로 인한 불편함,사길 잘했는데여자 혼자 들기엔 무거워요..캠핑 3단 접이식 테이블에 올려뒀는데 테이블 박살났어여,VERY_NEGATIVE,5,스탠바이미고,G마켓,s*l*****
2024-05-27 13:05:13,FB-815,행사용으로 구입했습니다.대만족,구매 컨텍스트,행사 및 할인 구매,행사용으로 구입했습니다.대만족.,POSITIVE,5,스탠바이미고,제이리트컴퍼니,9762****
2024-05-27 13:05:13,FB-858,정확하게 요청한날 받았습니다. 집에 스탠바이미도 있는데... 굳이 이걸 또 하지만 용도가 다르니까라는 믿음으로 구매 했구요.머 유용하게 사용하면 좋지 않을까요? 라고 자꾸만 뇌이징 합니다. 화질은(밝기증가로) 더 선명해 졌으며 사운드도 더 우렁차네요.스탠바이미가 실내용으로 어두운 화면에 스피커가 후면에 위치한 반면 스탠바이미는 실외용이라 밝은 화면이 전면 플랫4채널 스피커로 확실하게 다릅니다. 암튼 여행용이니 잘 사용하겠습니다.,구매 컨텍스트,여행용으로 구매,정확하게 요청한날 받았습니다. 집에 스탠바이미도 있는데... 굳이 이걸 또 하지만 용도가 다르니까라는 믿음으로 구매 했구요.머 유용하게 사용하면 좋지 않을까요? 라고 자꾸만 뇌이징 합니다. 암튼 여행용이니 잘 사용하겠습니다..,VERY_POSITIVE,5,스탠바이미고,신세계몰,co******
2024-05-27 13:05:19,FB-948,"가끔 가는 캠핑 때 사용해도 좋지만,개인적으로 일과 가정에서도 사용하러 구매했습니다. 여러 방면에서도 활용도가 높아서 만족하며,LG전자의 품질과 성능에 믿음이 갑니다. ^^단 개인적으로 조금 아쉬운 부분은 화질인데 다음 버전은 풀HD에서 2K나 4K정도 올라가고 화면도 32인치로 업그레이드 됐으면 합니다. 그리고 구글 앱스토어도 활용할 수 있으면 좋겠습니다. ^^",구매 컨텍스트,가정용 구매,"가끔 가는 캠핑 때 사용해도 좋지만, 개인적으로 일과 가정에서도 사용하러 구매했습니다. 여러 방면에서도 활용도가 높아서 만족하며, LG전자의 품질과 성능에 믿음이 갑니다.",VERY_POSITIVE,5,스탠바이미고,LG전자,c*0*****
2024-05-27 13:05:19,FB-987,구매 후 이틀만에 빠르게 배송되었어요^^스탠바이미 처럼 묵직하지만 들 수 있을 정도의 무게였고기대한만큼 최고에요~ 캠핑갈 날 기다리고있어요♡,구매 컨텍스트,배송 속도와 만족도,구매 후 이틀만에 빠르게 배송되었어요,VERY_POSITIVE,5,스탠바이미고,LG전자,e*a*****
2024-05-27 13:05:07,FB-735,전자기기를 워낙좋아해서고민했는데실물보고 반해서 바로 주문했어요캠핑가서 언넝써보고 싶네요사이트에서 바로 주문하면 자동으로 제품등록된다고 뜨던데 ㅠㅠ상품평남길려고 하니안떠서 한참 찾았네요 ㅠㅠLG Thin어플에서는 기기등록이 바로 됐는데이상하네용 ㅠㅠ무튼 잘 사용할게요감사합니다,구매 컨텍스트,기존 제품 경험 후 추가 구매,전자기기를 워낙 좋아해서 고민했는데 실물 보고 반해서 바로 주문했어요 / 캠핑가서 언넝 써보고 싶네요 / 사이트에서 바로 주문하면 자동으로 제품 등록된다고 뜨던데 / 상품평 남길려고 하니 안 떠서 한참 찾았네요 / LG Thin어플에서는 기기등록이 바로 됐는데 이상하네요,NEUTRAL,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:05:13,FB-849,가격대비비교적만족해요,구매 컨텍스트,가격 만족도,가격대비비교적만족해요.,VERY_POSITIVE,5,스탠바이미고,신세계몰,ch******
2024-05-27 13:05:13,FB-899,"룸앤티비사용하다가 무선으로도 사용가능하다고 해서 캠핑용으로 구매해봤습니다●한손으로 들고다니기 편한형태로 되어있어 편합니다 또한 리모컨을 내부에 넣을수있어서 분실위험도 없고 좋아요●넷플릭스,디지니플러스,쿠팡플레이스등 다양한ott가 있어서 남녀노소 상관없이 상황에맞게 다쓸수있어 좋습니다낮에는 아이들 영화도 보여주고 저녁엔 어른들 드라마도 보고 1석2조?3조?4조??●터치스크린이라 아이들도 쉽게 조작이 가능합니다화면터치가 신기한지 자꾸 눌러보는 아이들이 너무 귀엽네요ㅎㅎ●내장배터리가 탑재되서 최대3시간 사용가능한데 선이안닿는곳은 무선으로 사용할수있어서 참좋습니다살지말지 고민이신분이라면 일단사면 단점(룸앤보다무겁다정도?)보다 장점이 더 잘보인다는점입니다ㅎㅎ캠핑장에서 한일 축구전을 키고 봤더니 제뒤로 사람들이 다의자를 들고 하나둘씩 모이는게 너무 재밌는 광경이였습니다ㅎㅎㅎ",구매 컨텍스트,오랜 고민 끝에 구매,룸앤티비사용하다가 무선으로도 사용가능하다고 해서 캠핑용으로 구매해봤습니다 / 살지말지 고민이신분이라면 일단사면 단점(룸앤보다무겁다정도?)보다 장점이 더 잘보인다는점입니다 / 캠핑장에서 한일 축구전을 키고 봤더니 제뒤로 사람들이 다의자를 들고 하나둘씩 모이는게 너무 재밌는 광경이였습니다,POSITIVE,5,스탠바이미고,LG전자,4*f*****
2024-05-27 13:05:07,FB-781,예전에 스탠바이미를 구매해서 써봐서 스탠바이미 고도 궁금하던 찰나에 ssg에서 좋은 행사를 해서 구매했습니다 용도가 다른 제품인만큼 제품 만듬새도 단단하니 맘에들고 집에서도 밖에서도 잘 이용할수 있을것같습니다 하루만 써봐서 아직까지는 매우 만족합니다,구매 컨텍스트,기존 제품 경험 후 추가 구매,예전에 스탠바이미를 구매해서 써봐서 스탠바이미 고도 궁금하던 찰나에 ssg에서 좋은 행사를 해서 구매했습니다,NEUTRAL,5,스탠바이미고,신세계몰,ri******
2024-05-27 13:05:07,FB-800,세컨티비로 행사가에 저렴하게 구매함! 좋습니다!,구매 컨텍스트,행사 및 할인 구매,세컨티비로 행사가에 저렴하게 구매함,POSITIVE,5,스탠바이미고,신세계몰,yu******
2024-05-27 13:05:07,FB-792,행사로 정말 국내 최저가로 구매했습니다 거기다 엘지 직배송이라 안전하게 받았네요 잘 쓸게여,구매 컨텍스트,행사 및 할인 구매,행사로 정말 국내 최저가로 구매했습니다 거기다 엘지 직배송이라 안전하게 받았네요,VERY_POSITIVE,5,스탠바이미고,신세계몰,na******
2024-05-27 13:04:55,FB-504,좋은 제품 싸게 빠르게 잘샀어요!캠핑때 쓰기 너무 좋아요,구매 컨텍스트,배송 속도와 만족도,좋은 제품 싸게 빠르게 잘샀어요,VERY_POSITIVE,5,스탠바이미고,G마켓,m*n*****
2024-05-27 13:05:07,FB-757,드디어 샀습니다~~아들이 더 좋아하네요~~~집에서도 자주 유투브를 보아서 구매를 했구요~~ 아직 마니 사용을 안해서 잘 모르겠지만 정말 기대가 되고 설레이네요~ 좀 무겁지만 전 괜찮네요!,구매 컨텍스트,특정 목적을 위한 구매,집에서도 자주 유투브를 보아서 구매를 했구요,NEUTRAL,5,스탠바이미고,LG전자,1*3*****
2024-05-27 13:05:01,FB-607,캠핑에 쓸려고 구매했습니다.,구매 컨텍스트,캠핑용으로 구매,캠핑에 쓸려고 구매했습니다..,NEUTRAL,5,스탠바이미고,옥션,j*m*****
